Version,Planet,Variable,Exponent,A,B,C
vsop87b,venus     ,r,5,     0.00000000002, 5.33215705373,   20426.57109242200
vsop87b,venus     ,r,5,     0.00000000045, 0.30037014808,   10213.28554621100
vsop87b,venus     ,r,4,     0.00000000006, 3.14159265359,       0.00000000000
vsop87b,venus     ,r,4,     0.00000000039, 0.95696787303,   20426.57109242200
vsop87b,venus     ,r,4,     0.00000000573, 0.92253525592,   10213.28554621100
vsop87b,venus     ,r,3,     0.00000000003, 0.14604782945,   10988.80815753500
vsop87b,venus     ,r,3,     0.00000000004, 4.77456526708,    9437.76293488700
vsop87b,venus     ,r,3,     0.00000000006, 0.39133521368,   10186.98722641120
vsop87b,venus     ,r,3,     0.00000000008, 4.29674209391,   10239.58386601080
vsop87b,venus     ,r,3,     0.00000000013, 3.77454760284,   30639.85663863300
vsop87b,venus     ,r,3,     0.00000000112, 3.14159265359,       0.00000000000
vsop87b,venus     ,r,3,     0.00000000831, 3.21255590531,   20426.57109242200
vsop87b,venus     ,r,3,     0.00000049582, 3.22264415899,   10213.28554621100
vsop87b,venus     ,r,2,     0.00000000007, 2.38734958588,   20618.01935853360
vsop87b,venus     ,r,2,     0.00000000007, 3.48063149205,    1059.38193018920
vsop87b,venus     ,r,2,     0.00000000010, 2.50084772448,    9103.90699411760
vsop87b,venus     ,r,2,     0.00000000010, 2.17901309900,    3723.50895892300
vsop87b,venus     ,r,2,     0.00000000011, 4.26593805644,   15720.83878487840
vsop87b,venus     ,r,2,     0.00000000010, 1.87933121728,   24356.78078864160
vsop87b,venus     ,r,2,     0.00000000012, 2.54141086214,    7064.12138562280
vsop87b,venus     ,r,2,     0.00000000015, 4.83166312889,   18875.52586977400
vsop87b,venus     ,r,2,     0.00000000013, 5.43981998532,   25158.60171976540
vsop87b,venus     ,r,2,     0.00000000013, 3.06303088617,   10742.97651130560
vsop87b,venus     ,r,2,     0.00000000014, 3.49994470578,   10988.80815753500
vsop87b,venus     ,r,2,     0.00000000014, 1.79922718553,    9830.38901398780
vsop87b,venus     ,r,2,     0.00000000014, 2.83786355803,   19786.67380610799
vsop87b,venus     ,r,2,     0.00000000015, 5.05571633205,   33019.02111220460
vsop87b,venus     ,r,2,     0.00000000016, 3.36250300274,   28286.99048486120
vsop87b,venus     ,r,2,     0.00000000016, 2.96175040524,   19367.18916223280
vsop87b,venus     ,r,2,     0.00000000021, 3.82207126131,   21228.39202354580
vsop87b,venus     ,r,2,     0.00000000022, 2.42894070342,     529.69096509460
vsop87b,venus     ,r,2,     0.00000000019, 4.65302013202,   19651.04848109800
vsop87b,venus     ,r,2,     0.00000000021, 5.30608699641,   19896.88012732740
vsop87b,venus     ,r,2,     0.00000000025, 5.71510731610,   21202.09370374600
vsop87b,venus     ,r,2,     0.00000000022, 3.17741520378,   28521.09277825460
vsop87b,venus     ,r,2,     0.00000000029, 3.82967178810,   10186.98722641120
vsop87b,venus     ,r,2,     0.00000000026, 3.64313769818,   29088.81141598500
vsop87b,venus     ,r,2,     0.00000000025, 3.32908650295,   18307.80723204360
vsop87b,venus     ,r,2,     0.00000000034, 1.82177984232,     382.89653222320
vsop87b,venus     ,r,2,     0.00000000034, 2.16381407025,   16496.36139620240
vsop87b,venus     ,r,2,     0.00000000037, 3.63183908790,     801.82093112380
vsop87b,venus     ,r,2,     0.00000000044, 4.39723735555,    7860.41939243920
vsop87b,venus     ,r,2,     0.00000000042, 3.39360926939,   14945.31617355440
vsop87b,venus     ,r,2,     0.00000000034, 3.23795065286,   22003.91463486980
vsop87b,venus     ,r,2,     0.00000000034, 3.92299418240,   10021.83728009940
vsop87b,venus     ,r,2,     0.00000000046, 3.30090415967,    6283.07584999140
vsop87b,venus     ,r,2,     0.00000000034, 0.47584552790,      26.29831979980
vsop87b,venus     ,r,2,     0.00000000034, 3.14302158146,    4705.73230754360
vsop87b,venus     ,r,2,     0.00000000039, 4.76600160325,   18073.70493865020
vsop87b,venus     ,r,2,     0.00000000035, 6.20303344591,    1109.37855209340
vsop87b,venus     ,r,2,     0.00000000041, 1.84035920887,   11322.66409830440
vsop87b,venus     ,r,2,     0.00000000046, 3.40293459332,   14143.49524243060
vsop87b,venus     ,r,2,     0.00000000048, 2.51039041484,   17298.18232732620
vsop87b,venus     ,r,2,     0.00000000049, 5.51819305769,     191.44826611160
vsop87b,venus     ,r,2,     0.00000000048, 4.26821029269,    2352.86615377180
vsop87b,venus     ,r,2,     0.00000000065, 2.47990173302,   11790.62908865880
vsop87b,venus     ,r,2,     0.00000000067, 3.76089669118,   18837.49819713819
vsop87b,venus     ,r,2,     0.00000000093, 0.74251193058,   12566.15169998280
vsop87b,venus     ,r,2,     0.00000000112, 2.36235956804,   10596.18207843420
vsop87b,venus     ,r,2,     0.00000000118, 2.62362056521,    8635.94200376320
vsop87b,venus     ,r,2,     0.00000000161, 2.21564443685,    3154.68708489560
vsop87b,venus     ,r,2,     0.00000000120, 5.85861348966,    9153.90361602180
